id,host_response_rate,review_scores_rating
1139729711704557553,100%,5.0
1139785179203107138,100%,
1139798639672602881,80%,3.0
1139826357844532771,100%,5.0
1139844598076577378,95%,4.0
1139851655713236697,,
1139875962673121847,95%,3.5
1139880261828286307,95%,1.0
1139932125018616811,100%,4.8
1140150238097633316,100%,
1140160073672720645,100%,5.0
1140162526796764061,100%,5.0
1140193395210999002,100%,5.0
1140248020970195876,100%,4.0
1140318711477931131,100%,4.82
1140327245145079582,,
1140348102435348570,100%,4.9
1140353513255957613,100%,1.0
1140367493741713291,100%,
1140368195159764820,100%,
1140380670167374545,100%,2.0
1140504956417035090,83%,
1140535425364902610,,
1140537317148804075,100%,5.0
1140553519914763593,100%,5.0
1140558749357067588,100%,5.0
1140783330936116272,100%,
1140812945605620934,100%,4.25
1140911508887917493,100%,5.0
1140930767722724701,100%,4.86
1140995800460886855,100%,4.87
1140997450226298699,100%,5.0
1141066383499428348,100%,5.0
1141070350575963864,100%,5.0
1141078744755286042,100%,2.0
1141083671849568982,100%,5.0
1141084871779140011,100%,
1141095664494273839,100%,5.0
1141110515723753856,100%,4.67
1141205931970180258,100%,5.0
1141234044224804282,100%,5.0
1141280509196269481,100%,
1141301593719799722,100%,5.0
1141625591103697392,100%,
1141637956627874848,99%,
1141638265979670616,99%,4.0
1141638445281110185,99%,4.0
1141668574526925663,100%,5.0
1141739745421791053,90%,1.33
1141765753703738079,0%,
1141767434523395035,100%,4.54
1141779030386005274,90%,
1141786734270235138,100%,4.93
1141822266854625988,100%,5.0
1141822474235540576,100%,4.67
1141827368775906925,100%,5.0
1141845917240171461,,
1141892043386962209,100%,5.0
1141925887859981648,100%,3.33
1141944957633851431,100%,1.0
1141956262558253203,100%,4.0
1141989003324971828,100%,5.0
1141992472377343767,100%,
1142006640594216630,100%,5.0
1142015039655346503,100%,5.0
1142319427751986315,100%,5.0
1142350842713528803,,
1142381160734120151,,
1142397753338021508,100%,4.5
1142440787268604985,,
1142451166006536024,100%,3.0
1142501969355836347,93%,
1142514146470942932,100%,4.8
1142515841789213696,98%,5.0
1142530386471632605,99%,4.25
1142535246662308575,100%,
1142542153320533843,100%,
1142568581249751503,100%,5.0
1142581567564536628,100%,5.0
1142582160502780015,100%,5.0
1142582897850474967,100%,5.0
1142583951130071784,100%,5.0
1142584744186943038,100%,4.8
1142599681367853800,100%,5.0
1142607846139720633,,
1142620650305525282,98%,4.9
1142639437781245213,100%,
1142716568578808650,100%,4.67
1142731482487721015,100%,4.73
1142889438720893554,100%,
1143083041462426949,100%,
1143094256734909472,100%,5.0
1143094392762340488,100%,
1143133512966763862,100%,
1143133722047025248,100%,
1143133912987006768,100%,
1143134107615019140,100%,
1143135699133602734,100%,
1143136600419742081,100%,
1143188805701190728,80%,3.0
1143198742458674321,100%,1.0
1143217373746196721,100%,4.75
1143310061301555042,100%,
1143456664314094483,100%,
1143464194108981090,100%,
1143474223926580555,,
1143525270487075103,80%,
1143640085877945676,100%,
1143782305629050624,100%,5.0
1143783658882938973,100%,4.94
1143802689028375196,100%,
1143846005877322413,100%,
1143852676708826785,100%,
1143857621192079974,100%,5.0
1143863703459454175,100%,5.0
1143871958782143201,100%,3.67
1143881879030363375,100%,3.67
1143895101916723976,100%,
1143895206961284051,100%,4.0
1143936841473422916,100%,2.33
1143941455634214335,100%,3.0
1143951325144545339,100%,
1143969697032471867,100%,5.0
1143985347477730255,0%,
1143997596084895810,100%,4.6
1144029477646132103,100%,5.0
1144074659764162928,100%,
1144246017381195409,100%,4.0
1144487813295137012,99%,4.83
1144520612159550494,100%,
1144589828852859273,100%,
1144612931340602833,100%,3.0
1144633976334841101,100%,5.0
1144637108184819237,100%,
1144650162514891020,100%,
1144656907141809093,100%,
1144662511603252690,100%,
1144665643376136472,100%,
1144672568146105438,100%,4.89
1144677803207679944,100%,5.0
1144687637262183833,100%,5.0
1144704025026273270,100%,4.91
1144713141654282930,100%,4.86
1144718689553385147,100%,5.0
1144738441506827672,100%,
1144912075818371170,100%,
1144928457779916423,100%,
1145286850013083903,85%,
1145290191623225339,85%,
1145291543169516479,85%,
1145293349389712039,85%,
1145295212276179651,85%,
1145296260398796425,85%,
1145297136936764279,85%,
1145298742790612729,85%,
1145299454776768596,85%,
1145301948648123920,85%,
1145302363640179610,85%,
1145320692612312422,100%,5.0
1145322848860127809,85%,
1145324128200464453,85%,
1145324985636423075,85%,
1145326323294543382,85%,
1145327329732896237,85%,
1145329261769016906,85%,
1145387368450999218,100%,5.0
1145404909777412907,100%,
1145437301551860494,89%,
1145461530893395455,89%,
1145502222124359736,80%,
1145511447892799262,100%,5.0
1145534250538844575,89%,
1145538183556124101,97%,
1145555311962326009,100%,4.95
1145682914316788880,83%,2.0
1145967648350447274,100%,4.83
1145968355376343289,100%,
1145969719100174621,,5.0
1145973242026340321,100%,
1145974497756347899,95%,5.0
1145977625158352810,100%,
1145990625441822686,100%,
1145997315576175138,100%,4.5
1146008574180409168,100%,
1146012176210346729,100%,5.0
1146018087741882117,100%,
1146025002776816153,100%,5.0
1146032963838723172,100%,
1146033188125780222,100%,
1146068815592586233,100%,4.88
1146088196852900810,100%,5.0
1146088592279917638,,
1146143569427751390,100%,5.0
1146242349376733137,0%,5.0
1146247510189880455,100%,
1146255082102986184,100%,
1146263196226627381,100%,4.5
1146270020431810324,100%,
1146274257402989363,100%,5.0
1146290527060560016,100%,
1146305872010661098,100%,4.83
1146381761451606730,100%,5.0
1146452901345327560,100%,4.67
1146510850666081326,100%,5.0
1146614280067634094,100%,
1146693987487958752,95%,4.36
1146708903130572126,95%,
1146709544041154104,100%,5.0
1146711256307376379,95%,4.33
1146712265728362501,100%,
1146716374616389518,100%,5.0
1146716735957959225,95%,3.0
1146724957959151699,100%,4.86
1146724962340204030,95%,
1146732528964769927,100%,
1146748314389811308,100%,
1146751843768404169,100%,
1146764764240712452,100%,
1146769408009938424,100%,
1146782009873760942,100%,
1146787541592129588,100%,
1146808976984892054,95%,
1146813657138344105,,
1146841692235907397,100%,4.5
1146845540929445001,99%,5.0
1146867119017212392,100%,5.0
1146881548712779916,100%,5.0
1146976803542047202,100%,4.33
1146999645104462336,100%,5.0
1147011127515322507,100%,5.0
1147036189715314136,100%,5.0
1147046671207080850,100%,5.0
1147054508187095855,100%,
1147054610503179449,100%,4.75
1147120568577245624,100%,
1147300771331315326,100%,
1147335252923006770,95%,3.0
1147337451367734855,95%,4.0
1147338919512827381,95%,5.0
1147343863309600527,95%,
1147351972685613214,95%,3.0
1147361957701411477,95%,5.0
1147362172289369356,100%,4.86
1147405970704702693,95%,
1147411122423222997,100%,
1147437398707362370,95%,5.0
1147463217912140362,,5.0
1147489533931700968,100%,
1147494017400148826,100%,4.93
1147497816822963041,100%,4.9
1147501811097404719,100%,4.75
1147540262301018063,100%,
1147548510252000608,100%,5.0
1147551146720670837,100%,
1147551627122776782,100%,5.0
1147556245548363838,100%,
1147557725424761255,100%,5.0
1147563056957055122,100%,5.0
1147584584163343207,100%,
1147589838690270127,100%,5.0
1147594082739742225,100%,5.0
1147596172388207557,100%,5.0
1147599737125330654,95%,
1147600047824063720,100%,
1147614138504661622,100%,4.71
1147616655897409713,100%,5.0
1147618131259608242,100%,
1147621007477009917,100%,5.0
1147624986822762192,100%,
1147630320543315624,100%,5.0
1147632594752951916,100%,
1147633088271935048,86%,4.9
1147635722392718287,100%,5.0
1147638681167385188,100%,
1147647158630897907,100%,5.0
1147649534024200450,100%,
1147651801072008120,100%,
1147661912530719873,100%,4.0
1147664733187966396,100%,
1147667978986301366,100%,
1147670244949052573,100%,
1147672114076058934,100%,
1147674385632131473,100%,5.0
1147676757301664843,100%,5.0
1147678953331863062,100%,5.0
1147679426219533014,100%,1.0
1147682130821630346,100%,5.0
1147684337805571812,100%,5.0
1147686524333883119,100%,
1147689220600469848,100%,
1147691354000343089,100%,4.92
1147697260922395316,100%,4.0
1147697556318093043,,
1147788614478236492,,
1147796157872940767,,
1147798895880721968,100%,
1147804124705169970,,
1147820201084232095,100%,4.56
1148056909151404739,100%,3.0
1148069293193257973,95%,4.0
1148110677801017587,95%,
1148138734010939330,100%,
1148167344827139458,95%,
1148187949890377484,100%,4.92
1148254103614615473,95%,
1148274255637290701,95%,4.0
1148280310106726095,95%,
1148282207551135440,30%,
1148283353284542700,0%,
1148287415937813402,100%,
1148315146026564386,0%,
1148320856142379348,100%,
1148334715526634982,100%,5.0
1148335860702831695,100%,5.0
1148352687314814389,98%,5.0
1148366236591691551,100%,4.86
1148388623466196604,98%,
1148424435132216443,,
1148440273028789379,100%,5.0
1148460680016321029,100%,5.0
1148488152844377135,100%,
1148507156695965719,90%,5.0
1148824208895054573,100%,5.0
1148837704986990462,100%,5.0
1148863044784071495,100%,
1148886470401242959,100%,
1148917171047730355,99%,4.33
1148965228487362057,100%,5.0
1148975586578937038,100%,
1149004437344818589,100%,5.0
1149028030223491076,100%,
1149098712241623580,100%,
1149099264613293329,100%,1.0
1149102854204502024,100%,2.0
1149125272561550461,100%,4.71
1149144585966106165,100%,5.0
1149272064506911082,100%,5.0
1149296566664911564,100%,4.75
1149557232938194869,100%,4.75
1149557728586227704,100%,4.75
1149557822485621188,100%,4.67
1149557933412150488,100%,5.0
1149557985199775422,100%,5.0
1149558042825469561,100%,5.0
1149558100569984263,100%,5.0
1149558156681959940,100%,5.0
1149558208659812119,100%,
1149558261570566079,100%,5.0
1149572878330532590,100%,
1149577678966602362,89%,
1149745554921470398,100%,5.0
1149771662570111999,100%,
1149829147553562218,100%,
1149831527461947523,100%,
1149858095103756569,100%,
1149865164975805897,100%,
1149869904741785320,100%,
1149886095502170650,100%,
1149929146169568945,,
1149931757190778981,100%,5.0
1149955171250998254,100%,5.0
1149987195740588864,100%,
1150003697665841361,100%,
1150028415753601440,100%,5.0
1150062702264539273,90%,
1150131649040985796,100%,5.0
1150319311652793174,,
1150327459357437731,100%,5.0
1150333318282537510,,
1150476736757103823,100%,
1150494856427264940,100%,4.75
1150496163766105028,100%,5.0
1150500689581791308,100%,5.0
1150529501255309927,100%,
1150550035418527113,,
1150564451380015764,100%,
1150576297567897952,100%,4.67
1150595096701746837,100%,
1150600855349073075,,
1150612105314051813,90%,4.67
1150645408343310613,100%,5.0
1150647248675881571,100%,4.6
1150675292267470794,100%,5.0
1150984382511701281,100%,5.0
1151000295208593979,,
1151027569544705990,100%,
1151041123918021299,100%,4.67
1151045097624054720,100%,4.82
1151056752233194813,100%,
1151072111360757688,100%,
1151075068715590503,100%,
1151084378508348594,100%,5.0
1151089047791837269,100%,5.0
1151139189205123718,88%,
1151140617637535691,100%,4.8
1151170284507603077,88%,5.0
1151183869995894574,100%,5.0
1151188929307411489,100%,5.0
1151224183440079712,100%,
1151244295727322079,33%,4.0
1151284817801334899,100%,5.0
1151293052643396386,100%,5.0
1151309626338253623,33%,
1151319628460253409,98%,5.0
1151320048490846052,98%,5.0
1151320537018878937,33%,5.0
1151328966523809807,33%,
1151388082980959002,100%,4.82
1151423274343731286,100%,5.0
1151429562123148019,100%,4.0
1151466699233555463,,
1151538483836693152,92%,
1151555527605282314,100%,
1151561301670530540,100%,5.0
1151750238585339135,100%,
1151761158676724435,100%,
1151777244265147672,97%,5.0
1151800925206002646,81%,5.0
1151881682275512561,100%,5.0
1151912922150288431,100%,4.9
1151929493585812880,100%,4.93
1151948210749347292,100%,4.8
1151965651530448199,100%,
1151971147641478538,100%,
1151976842323620283,100%,5.0
1151985471293106248,100%,5.0
1152025058367310638,100%,5.0
1152047828533213626,100%,5.0
1152048766320031342,100%,4.88
1152050250115250350,100%,
1152050895902782889,,5.0
1152079245218765106,100%,
1152084848391364439,100%,4.0
1152097304903272930,100%,3.75
1152105126751102681,81%,
1152112547225772855,81%,
1152127792783209361,100%,
1152139363560811561,100%,5.0
1152163232646028774,100%,4.67
1152212978160175955,0%,
1152482205811613034,100%,4.69
1152561316546906546,100%,
1152564244352888667,100%,
1152582237575273693,100%,
1152583261962902911,81%,
1152583683038681638,60%,5.0
1152583838921021496,100%,
1152585278789120510,81%,
1152593437304426529,100%,5.0
1152605635302668686,100%,
1152606166712608846,0%,
1152621565917121079,100%,
1152626553547229396,100%,5.0
1152629893136667746,100%,5.0
1152633191377149319,100%,
1152639237251897521,100%,
1152643203917491406,100%,2.0
1152647175010110661,100%,
1152653414709988805,100%,
1152681908267283176,100%,5.0
1152690345268094243,100%,4.33
1152693134511174153,,
1152718834515160230,30%,
1152718953487454999,100%,
1152720530769303149,40%,
1152729867820418334,100%,
1152791951593285519,100%,4.0
1152884471669897601,100%,
1152894875327273387,100%,5.0
1152904317415384615,100%,5.0
1153175419686293602,100%,5.0
1153185335258443636,40%,
1153273571966105274,100%,5.0
1153289269222120033,100%,
1153291615555649398,100%,4.58
1153303476040455764,100%,
1153315643741925377,100%,
1153321954822841797,100%,
1153324897525729824,100%,
1153340410980093359,100%,
1153351444397566301,100%,
1153366061309134775,100%,
1153385662834110370,100%,
1153386289129591189,,
1153395783733678050,100%,4.96
1153420957233820739,100%,4.93
1153432792879115041,99%,5.0
1153481334064673008,100%,5.0
1153547476023049300,90%,5.0
1153563529413593706,100%,5.0
1153589464179346032,0%,
1153600328860946863,100%,5.0
1153943732928421575,100%,5.0
1153971053195548450,100%,5.0
1153973412745501853,100%,4.4
1153992452435213517,100%,4.54
1154018301763070426,100%,5.0
1154055730347577656,100%,5.0
1154085899904073932,100%,
1154113444731283932,100%,
1154118561278226250,100%,
1154131973198887557,100%,
1154134555421497812,100%,5.0
1154140136273678584,100%,5.0
1154151061279482853,100%,
1154178076005560853,100%,
1154243284945293676,100%,5.0
1154264011866388764,100%,
1154272549129938517,100%,4.71
1154296373827952355,100%,5.0
1154298358410048432,100%,4.75
1154382671255441980,,
1154497907581503304,,
1154646530994610813,100%,4.77
1154707064245567307,100%,5.0
1154734991991115528,100%,
1154785494377758155,100%,5.0
1154828249120265133,100%,4.25
1154920895208780022,100%,5.0
1154925635193717825,97%,3.0
1155028897334615336,99%,5.0
1155062479468487459,100%,
1155080478290661303,100%,5.0
1155093785486533373,100%,
1155133193253345894,100%,
1155134069420051936,100%,4.67
1155369239496995578,100%,5.0
1155396585661956744,100%,5.0
1155430373765669307,100%,5.0
1155446392826682729,100%,4.67
1155448842307868335,98%,
1155449427121606251,100%,3.5
1155450356460704159,100%,5.0
1155486126768640788,100%,5.0
1155533620287560067,99%,
1155557653256211860,100%,
1155586999826900538,99%,4.33
1155587203920857096,100%,4.0
1155594532267775495,100%,4.91
1155604518927535745,100%,
1155609318582511169,100%,4.63
1155720701265668537,100%,4.65
1155733408888880594,0%,
1155733617447185587,100%,3.6
1155761190570812058,100%,1.0
1155775503587279017,100%,4.5
1156134845082387313,100%,5.0
1156156373161744527,100%,5.0
1156167901172675511,100%,
1156169075280834075,100%,
1156194704774177548,100%,
1156211337975966358,100%,
1156272396147560354,100%,5.0
1156273294883414940,100%,5.0
1156281771139358539,100%,5.0
1156325194467389511,100%,
1156325761419216111,100%,
1156351412678812798,100%,5.0
1156362040932682056,100%,
1156377347639567967,100%,
1156380120226944455,100%,4.9
1156384006116357040,100%,
1156389059202680000,100%,
1156420268157776867,100%,4.85
1156420936853492357,100%,5.0
1156437155746094810,100%,4.4
1156463331193663588,100%,4.82
1156465246600045928,100%,5.0
1156468553204874191,100%,5.0
1156503527082980368,100%,4.33
1156538081818930912,100%,4.77
1156545412758148480,100%,4.83
1156551988490990720,100%,5.0
1156579307010441294,100%,5.0
1156584691250492334,100%,
1156692510949924194,99%,5.0
1156726340617909457,80%,
1156850760519856372,100%,5.0
1156872158662374596,100%,5.0
1156948093508170399,100%,5.0
1156960016975251108,100%,4.69
1156975291715079940,100%,4.74
1156977584020897348,100%,5.0
1156982107333090455,100%,
1156987324444095145,100%,5.0
1157002750502699111,100%,5.0
1157109100981036722,100%,5.0
1157135477233131566,100%,5.0
1157136999415403774,100%,4.67
1157150285887484474,100%,4.5
1157153598708997603,100%,
1157193771699475668,100%,5.0
1157202595491941509,71%,
1157212890946260407,90%,5.0
1157303180482544798,100%,
1157310948204932302,100%,4.6
1157315871245311137,100%,
1157339686746609837,100%,4.67
1157339705234058294,95%,
1157351316171841925,100%,4.38
1157354189968189049,95%,2.0
1157369869437211939,95%,5.0
1157517111616376370,100%,4.91
1157545828027023513,100%,5.0
1157574805543597373,100%,4.8
1157617061661029056,50%,
1157662830322243505,100%,4.88
1157684645709313774,50%,
1157755778924379004,100%,5.0
1157761224134266275,100%,
1157761879858960864,100%,5.0
1157767584055796237,100%,4.5
1157781609404045136,100%,5.0
1157805367813013809,100%,5.0
1157824405212234715,,
1157829579884471923,100%,4.33
1157910136680947801,100%,
1157940755749901626,100%,5.0
1157979810170921248,100%,5.0
1157996852946393313,100%,
1158029478869152173,100%,4.67
1158058772861298501,100%,5.0
1158066487553468203,100%,
1158288724685007394,100%,
1158316574271373462,86%,
1158327667704176823,100%,
1158332857222240515,100%,
1158333918077962545,100%,5.0
1158362475834276168,100%,5.0
1158384134870878271,100%,5.0
1158403546010912552,100%,
1158407415983718565,100%,5.0
1158417806017302484,100%,3.0
1158433908886268380,100%,4.75
1158435651686433832,100%,
1158442674360933767,100%,
1158454778574308587,100%,
1158455953638874618,100%,
1158456228142840643,100%,
1158456446192326848,100%,
1158456743846870509,100%,
1158456966968348063,100%,5.0
1158457984589569699,100%,
1158458155431597360,100%,
1158458307311760336,100%,
1158458353374034942,100%,4.6
1158459064831090452,100%,
1158459444159360655,100%,
1158459638807958345,100%,4.0
1158460224373533769,100%,
1158460421845901406,100%,
1158460614616845127,100%,
1158460823237871954,100%,
1158461009859553297,100%,
1158461803511859314,100%,
1158463697981420986,100%,5.0
1158469229083200930,100%,
1158483748696014905,100%,
1158495225727781482,100%,
1158501521886225798,100%,
1158503463944467092,0%,
1158569174084966880,100%,5.0
1158600890985881365,,
1158627105477463335,100%,4.82
1158668952554828003,67%,5.0
1158677518419204488,100%,4.0
1158909972711524510,100%,
1158964697213278180,100%,4.62
1159027401230445461,100%,
1159055868644074255,100%,
1159057259080669611,100%,
1159128943575420251,100%,
1159139491488109475,100%,
1159146615291648276,100%,5.0
1159163167230643365,100%,
1159174165471289046,100%,
1159187790648202079,100%,
1159270432803765882,100%,5.0
1159287627361185770,100%,
1159319666523516676,,
1159334808340954502,81%,
1159338527074372017,81%,
1159369800115210470,100%,
1159379345602401150,100%,5.0
1159389026037099050,100%,3.75
1159391274750675159,100%,4.4
1159402708486548012,100%,5.0
1159428035289980816,100%,
1159442915177917255,100%,
1159684316916675876,100%,
1159865240701657899,100%,
1159866931404725092,100%,5.0
1159903588223617469,100%,4.89
1159908057145001819,100%,4.8
1159921136877589415,100%,
1159928170535340216,100%,4.0
1160047568833407905,88%,
1160068964598607607,100%,
1160099545188581969,100%,5.0
1160151690652012297,100%,5.0
1160178080684168616,100%,
1160477167071519788,100%,4.6
1160522627516602952,,
1160535342595429604,90%,
1160539862532806944,100%,5.0
1160567950261682313,100%,
1160581778562951095,100%,
1160581910841318846,100%,
1160582286411949042,100%,
1160582398399052556,100%,
1160582792895563892,100%,
1160582922435573270,100%,
1160607074539171536,95%,5.0
1160623323737634885,100%,
1160652896968371605,100%,
1160657486718533208,100%,4.5
1160739130738493875,100%,5.0
1160756433211959959,100%,
1160791756565751009,,
1160868803143880949,10%,1.0
1160880795417629749,100%,
1160895685757486526,100%,5.0
1160924670743378786,100%,5.0
1161104000796233620,100%,4.85
1161169453408545454,100%,5.0
1161171502135476268,100%,
1161177460376488536,100%,5.0
1161238545306771194,100%,
1161242890840596219,100%,
1161244005719155564,,
1161245719044595575,100%,
1161262997317002109,100%,5.0
1161273305848620983,100%,5.0
1161274255792884506,81%,
1161275327799832935,100%,
1161275964177748285,,
1161302836867105293,100%,4.69
1161327769645793561,100%,5.0
1161339093031404615,100%,5.0
1161342565840128330,,
1161361912304313723,100%,
1161366462838041442,100%,
1161369369320739638,100%,5.0
1161396844782627208,100%,5.0
1161445441070515234,100%,5.0
1161454212154490375,100%,4.0
1161485789715215669,100%,5.0
1161504623309277989,70%,
1161540416662203377,100%,5.0
1161618700083361307,100%,5.0
1161948920257323486,100%,5.0
1161988280912117838,100%,
1161998122079523865,100%,
1162004026426223351,100%,
1162012206984550191,100%,5.0
1162013815064908821,100%,
1162015701538815815,100%,
1162042589277379736,100%,1.0
1162047880111250877,99%,
1162048302537753613,100%,
1162051299881710985,100%,5.0
1162068940889629205,100%,5.0
1162090384475122063,100%,4.33
1162091413783922773,100%,4.55
1162097932584642661,100%,4.5
1162117929584599740,100%,4.86
1162120364957460882,100%,5.0
1162181166759703470,,
1162184611279986583,97%,
1162208594518416250,100%,
1162223988961675099,100%,5.0
1162225687092483924,100%,5.0
1162226151049206380,100%,
1162299685456991785,100%,5.0
1162593068016117429,100%,5.0
1162596895624878715,100%,4.71
1162603093497119294,88%,5.0
1162614954018572323,100%,
1162653665785177479,100%,5.0
1162656362894624115,100%,5.0
1162686443322200751,100%,
1162691182664071602,,
1162698576435027445,100%,5.0
1162733117303994260,100%,4.88
1162818291848119329,100%,
1162872505727100640,100%,4.79
1163094611754909907,100%,4.8
1163106631839359207,100%,
1163411786087959971,,
1163490382469032870,,
1163498923729066280,100%,5.0
1163506330484098185,100%,
1163512477174501812,100%,3.33
1163528051851155850,100%,
1163533772424459101,100%,4.0
1163544678387460027,100%,2.0
1163555438954482388,100%,
1163559083231857709,100%,
1163559767773309052,100%,
1163559938656182887,100%,4.0
1163560426566088921,100%,
1163561102493310236,100%,
1163562429965075435,100%,
1163567544005391302,100%,
1163568888559163533,100%,3.0
1163574059464001343,100%,
1163661129549348661,,5.0
1163815775232997079,100%,
1164036509443950140,100%,5.0
1164039491943228600,100%,
1164099833351120546,100%,
1164102357944219091,100%,5.0
1164207882787675341,,
1164211580369927339,,
1164218712444071408,100%,5.0
1164259979515749730,70%,
1164261408447042116,100%,
1164263809773722057,100%,5.0
1164263898076771894,100%,5.0
1164329066455142944,100%,4.92
1164336789059737578,99%,
1164346321263206242,99%,
1164347833348383804,99%,
1164351788195574462,100%,
1164379555002207752,100%,4.75
1164520570643015112,100%,4.33
1164752815693975497,100%,3.0
1164869850010156627,100%,
1164884737791092064,100%,
1164910881075394583,100%,5.0
1164986868576350973,100%,5.0
1164994079371461377,100%,5.0
1165030197327389994,100%,4.92
1165055099316942716,100%,5.0
1165114959718294905,100%,
1165117693563425647,100%,
1165152462302216450,100%,5.0
1165223384753705538,100%,
1165246289283545656,100%,
1165497146918947915,100%,5.0
1165555762281129637,0%,
1165683487580680617,100%,
1165731933443363532,50%,4.0
1165743280591455354,100%,
1165746302391735522,100%,
1165769762422967090,100%,
1165825328828960827,100%,4.75
1165842162545869515,100%,4.0
1165851427651098409,100%,5.0
1165852267946427829,99%,5.0
1165861199664377860,100%,4.67
1165888294740146759,100%,5.0
1165907931610218536,100%,5.0
1165953550345765702,100%,5.0
1166012631903004379,,
1166041671577181572,100%,
1166226800200193961,100%,
1166244550841114039,,
1166259729518929028,100%,5.0
1166295230638358798,0%,
1166342193922718231,100%,5.0
1166377515323257384,100%,4.17
1166391414809459724,100%,
1166427099147151150,100%,4.44
1166464567147491435,100%,5.0
1166471435465823510,100%,
1166486167713174564,100%,4.63
1166514779944139329,100%,4.5
1166586422752004120,100%,5.0
1166605293334739979,100%,4.77
1166635487661559506,100%,5.0
1166664033968757785,100%,5.0
1166704982178560301,100%,4.78
1166832172234306002,100%,
1166912116681885291,100%,5.0
1166938988093270137,100%,
1167015594654413763,100%,5.0
1167131979895771681,,
1167166208827343452,100%,5.0
1167184556278294431,100%,4.5
1167200327001137713,99%,5.0
1167294369049320724,100%,4.8
1167314690800251491,100%,4.0
1167326365768925301,100%,4.43
1167338592056488625,100%,
1167349228267236368,100%,
1167352874360738746,100%,
1167357975891300757,67%,
1167359839068246422,100%,4.8
1167369373541637751,100%,
1167388774616410054,100%,4.75
1167404791431067945,100%,4.67
1167409316977776774,100%,5.0
1167413789341764935,100%,5.0
1167414295742570500,100%,5.0
1167414849935618627,100%,4.0
1167415474704788662,100%,
1167415974258206483,100%,
1167416532869631577,100%,5.0
1167417938680083278,100%,4.0
1167740285133240202,92%,5.0
1167742585643188014,92%,
1167782528721512693,100%,5.0
1167787313932466254,100%,4.83
1167802014504321240,100%,
1167849565560867515,97%,4.67
1167862122248323444,99%,4.43
1167876104493227533,100%,5.0
1167894232443388143,98%,3.0
1167900087259508814,93%,
1167938658521335850,100%,5.0
1168070130249818700,100%,5.0
1168084115396674836,100%,
1168084766884505710,100%,5.0
1168106006603654497,100%,5.0
1168111858407560770,100%,
1168117378133571086,100%,5.0
1168199565659625329,100%,
1168439473034822575,100%,
1168448113772027299,100%,5.0
1168475242832666672,100%,5.0
1168524040827013670,100%,5.0
1168534783842907727,100%,
1168539591964440285,100%,5.0
1168561703844641547,100%,4.6
1168561865564646201,99%,
1168579206183066957,100%,
1168598951574116737,98%,3.6
1168618387141248265,100%,
1168626485266777416,100%,
1168631249685550500,100%,
1168646596769294566,100%,5.0
1168669313688524461,100%,5.0
1168706982132434393,100%,
1168709540348670719,100%,
1168710906417810156,100%,
1168713130389752236,100%,
1168757445108953802,100%,5.0
1168764703749366776,100%,
1168765984420481728,100%,5.0
1168766762651710970,100%,
1168779425838600443,100%,5.0
1168846633825320892,100%,
1168908592474529473,100%,4.5
1169243870857427432,100%,5.0
1169245915663584650,100%,5.0
1169282897372029501,100%,
1169284734242792935,100%,
1169286655330333542,100%,
1169348896157146561,100%,
1169350954380674814,100%,
1169367428871498278,100%,4.91
1169393548778151624,100%,
1169408605724925727,100%,4.78
1169458644983524375,100%,5.0
1169502450778677030,100%,4.75
1169867033419713064,100%,4.71
1169938718309261956,,
1169958454230347261,100%,4.71
1169961248819431982,100%,4.8
1169978043310276836,100%,
1169978166244746853,100%,4.0
1169985640364642565,100%,5.0
1170015493581460051,100%,
1170030150977658374,100%,5.0
1170036977556690559,100%,5.0
1170040241447213724,90%,4.0
1170049982187530636,100%,
1170125813207633530,100%,5.0
1170136899203516250,100%,4.0
1170149015823921746,100%,4.0
1170197930958617384,100%,
1170221273452107866,100%,
1170233882804220258,100%,
1170252935304965892,100%,5.0
1170304598207579514,100%,5.0
1170538119721301317,99%,3.0
1170546028478568555,99%,
1170561170935188498,100%,4.0
1170592471510802463,100%,5.0
1170598327028258731,100%,5.0
1170630829189974555,100%,5.0
1170658771900148013,100%,4.0
1170668567973263054,100%,
1170721200725631726,100%,5.0
1170772192079619159,100%,5.0
1170783967804160620,,
1170785187895893019,100%,5.0
1170789985928963705,,
1170800821843775400,100%,
1170838515282620777,100%,
1170850013060212005,100%,
1170853393284613443,100%,5.0
1170873934238044636,100%,5.0
1170946346655090213,100%,5.0
1170981548570058658,100%,5.0
1171019030418968585,100%,5.0
1171127525122064742,71%,
1171294547253299655,100%,4.53
1171317299097393995,67%,
1171330312701940983,100%,
1171394734232258168,,
1171408023829645079,100%,
1171431916283192547,100%,
1171439386475030761,100%,5.0
1171440955802593485,100%,5.0
1171445733078608691,100%,
1171446698035847663,100%,
1171448809189905551,100%,
1171448939047255576,100%,
1171449044984064238,100%,
1171449409341610218,100%,
1171476873271335363,100%,
1171510649825801537,100%,
1171531941456376785,100%,
1171545393208783405,100%,
1171575249547552936,100%,
1171601070192495826,95%,3.0
1171609960250772686,100%,5.0
1171656416430648475,93%,4.5
1171657568865736547,100%,4.25
1171663296676737211,100%,2.0
1171677274697561958,100%,5.0
1171677307286333246,100%,5.0
1171689206744345763,100%,5.0
1171709223700769916,94%,4.0
1171710546540136435,100%,4.33
1171717733618366033,100%,4.91
1171727628477883334,94%,5.0
1171727717839198083,98%,
1171731876061323931,94%,
1171743529030955555,100%,
1171744118762421207,94%,
1171818786085287890,100%,
